review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R0370,Toys & Games,It's not uncommon for it to not connect; still amazing.,Positive,True,double_negation,not ... not,5
R0412,Clothing,Fails to connect consistently—fragile heat.,Negative,True,fail_to_connect,fail to,2
R0722,Pet Supplies,I've never been disappointed—clear fit.,Positive,True,never_disappointed,never,5
R1156,Toys & Games,Design is unobtrusive and setup is effortless—truly handy.,Positive,True,neg_prefix_positive,un-,5
R0613,Beauty,Fails to connect consistently—terrible risk.,Negative,True,fail_to_connect,fail to,2
R0425,Pet Supplies,Not bad at all—amazing price.,Positive,True,not_bad_at_all,not,5
R2134,Clothing,Really smooth price; would buy again.,Positive,False,none,,3
R1235,Electronics,"Not a premium device, but a fast value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2725,Grocery,Really handy build; would buy again.,Positive,False,none,,5
R2665,Grocery,Really reliable sound; would buy again.,Positive,False,none,,5
R1866,Beauty,Came without a manual and the setup was uncomfortable.,Negative,True,without_manual,without,1
R0733,Home & Kitchen,I've never been disappointed—fantastic design.,Positive,True,never_disappointed,never,4
R2783,Sports,This Sports purchase was durable.,Positive,False,none,,5
R0055,Automotive,It's not uncommon for it to not fail; still reliable.,Positive,True,double_negation,not ... not,4
R2197,Home & Kitchen,Really useless return.,Negative,False,none,,3
R0854,Clothing,"Not a premium device, but a powerful value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1382,Beauty,I've never been disappointed—comfortable features.,Positive,True,never_disappointed,never,4
R1558,Grocery,Not as durable as described; slow in places.,Negative,True,not_as_advertised,not,2
R1768,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0789,Automotive,"Not a performance boost, but a fragile downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2343,Books,I love this Books item—fantastic features.,Positive,False,none,,4
R1203,Home & Kitchen,"Not a premium device, but a reliable value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0152,Sports,I've never been disappointed—great delivery.,Positive,True,never_disappointed,never,4
R2964,Automotive,I love this Automotive item—amazing price.,Positive,False,none,,3
R2552,Home & Kitchen,Terrible experience; would not recommend.,Negative,False,none,,1
R0811,Automotive,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1019,Beauty,Fails to connect consistently—uncomfortable risk.,Negative,True,fail_to_connect,fail to,1
R1793,Clothing,No proper support and weak risk.,Negative,True,no_support,no,1
R2168,Automotive,Really noisy waste.,Negative,False,none,,2
R2711,Grocery,Disappointed—useless overall.,Negative,False,none,,3
R1405,Toys & Games,"Not a performance boost, but a unreliable downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R0558,Automotive,It never works when I need it; laggy smell.,Negative,True,never_works,never,1
R1829,Toys & Games,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,4
R0131,Electronics,Not as fantastic as described; laggy in places.,Negative,True,not_as_advertised,not,2
R2530,Beauty,Really bad risk.,Negative,False,none,,2
R2988,Grocery,Disappointed—dim overall.,Negative,False,none,,1
R0172,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0741,Pet Supplies,"Not only excellent camera, but also excellent build.",Positive,True,not_only_but_also,not only,4
R0531,Toys & Games,Design is unobtrusive and setup is effortless—truly comfortable.,Positive,True,neg_prefix_positive,un-,5
R0429,Electronics,It's not uncommon for it to not pair; still fast.,Positive,True,double_negation,not ... not,5
R1650,Electronics,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,1
R1568,Home & Kitchen,Not bad at all—comfortable price.,Positive,True,not_bad_at_all,not,5
R0462,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0475,Books,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0366,Toys & Games,It never works when I need it; flimsy refund.,Negative,True,never_works,never,1
R2759,Automotive,This Automotive purchase was great.,Positive,False,none,,5
R2482,Automotive,This Automotive purchase was powerful.,Positive,False,none,,3
R2797,Beauty,Really fantastic build; would buy again.,Positive,False,none,,4
R0220,Sports,"Not only powerful delivery, but also powerful build.",Positive,True,not_only_but_also,not only,3
R0572,Electronics,It's not uncommon for it to not charge; still smooth.,Positive,True,double_negation,not ... not,5
R2705,Grocery,Really flimsy glitch.,Negative,False,none,,1
R1912,Sports,"Not a performance boost, but a dim downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1680,Books,Fails to connect consistently—useless glitch.,Negative,True,fail_to_connect,fail to,2
R2834,Beauty,This Beauty purchase was amazing.,Positive,False,none,,3
R0484,Pet Supplies,It's not uncommon for it to not connect; still affordable.,Positive,True,double_negation,not ... not,4
R0645,Automotive,Not bad at all—excellent camera.,Positive,True,not_bad_at_all,not,5
R0849,Beauty,Not as affordable as described; uncomfortable in places.,Negative,True,not_as_advertised,not,2
R0474,Beauty,"Not only affordable display, but also affordable build.",Positive,True,not_only_but_also,not only,3
R0622,Clothing,I've never been disappointed—reliable battery life.,Positive,True,never_disappointed,never,5
R0619,Sports,"Not only bright camera, but also bright build.",Positive,True,not_only_but_also,not only,4
R2594,Home & Kitchen,This Home & Kitchen product is unreliable.,Negative,False,none,,3
R0199,Automotive,Hardly any improvement; battery life remains unreliable.,Negative,True,hardly_any_battery,hardly,2
R1630,Beauty,It never works when I need it; terrible heat.,Negative,True,never_works,never,1
R0595,Clothing,It's not uncommon for it to not connect; still durable.,Positive,True,double_negation,not ... not,5
R0472,Home & Kitchen,Design is unobtrusive and setup is effortless—truly great.,Positive,True,neg_prefix_positive,un-,5
R2494,Grocery,The waste felt bad.,Negative,False,none,,2
R0381,Automotive,I've never been disappointed—amazing design.,Positive,True,never_disappointed,never,4
R2048,Electronics,The features is fast.,Positive,False,none,,5
R2431,Automotive,The performance is durable.,Positive,False,none,,5
R0862,Pet Supplies,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0339,Pet Supplies,Design is unobtrusive and setup is effortless—truly amazing.,Positive,True,neg_prefix_positive,un-,5
R1926,Home & Kitchen,Came without a manual and the setup was bad.,Negative,True,without_manual,without,2
R1703,Grocery,No proper support and bad return.,Negative,True,no_support,no,1
R2967,Automotive,The design is smooth.,Positive,False,none,,4
R0021,Toys & Games,Not as useful as described; awful in places.,Negative,True,not_as_advertised,not,3
R0805,Clothing,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2508,Electronics,Terrible experience; would not recommend.,Negative,False,none,,2
R0233,Automotive,"Not only affordable quality, but also affordable build.",Positive,True,not_only_but_also,not only,3
R0790,Books,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,1
R2095,Beauty,Surprisingly reliable for the price.,Positive,False,none,,4
R2678,Clothing,This Clothing product is noisy.,Negative,False,none,,2
R1136,Beauty,Not bad at all—handy support.,Positive,True,not_bad_at_all,not,3
R1958,Grocery,This Grocery purchase was smooth.,Positive,False,none,,4
R0815,Grocery,No proper support and fragile issue.,Negative,True,no_support,no,2
R1241,Home & Kitchen,"Not only useful camera, but also useful build.",Positive,True,not_only_but_also,not only,5
R0379,Beauty,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0099,Pet Supplies,Not as great as described; flimsy in places.,Negative,True,not_as_advertised,not,2
R2720,Books,Really overpriced problem.,Negative,False,none,,3
R1427,Automotive,It never works when I need it; noisy noise.,Negative,True,never_works,never,2
R2404,Clothing,I love this Clothing item—fast sound.,Positive,False,none,,4
R0686,Toys & Games,"Not a premium device, but a comfortable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2365,Sports,This Sports product is useless.,Negative,False,none,,1
R2634,Electronics,Surprisingly fast for the price.,Positive,False,none,,4
R2885,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R0094,Sports,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0384,Toys & Games,No proper support and weak delay.,Negative,True,no_support,no,2
R2337,Clothing,Surprisingly smooth for the price.,Positive,False,none,,3
R0861,Beauty,"Not only clear delivery, but also clear build.",Positive,True,not_only_but_also,not only,5
R0668,Automotive,No proper support and awful scratch.,Negative,True,no_support,no,2
R1421,Home & Kitchen,It's not terrible at all; actually amazing.,Positive,True,litotes_not_bad,not,5
R0273,Home & Kitchen,Came without a manual and the setup was slow.,Negative,True,without_manual,without,3
R1886,Home & Kitchen,No proper support and overpriced glitch.,Negative,True,no_support,no,2
R0449,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1314,Automotive,"Not a performance boost, but a overpriced downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2351,Grocery,This Grocery purchase was clear.,Positive,False,none,,4
R2346,Books,Surprisingly smooth for the price.,Positive,False,none,,5
R0336,Sports,Not as durable as described; slow in places.,Negative,True,not_as_advertised,not,2
R2987,Grocery,I love this Grocery item—reliable fit.,Positive,False,none,,3
R1589,Automotive,Hardly any improvement; battery life remains fragile.,Negative,True,hardly_any_battery,hardly,2
R2953,Home & Kitchen,This Home & Kitchen purchase was bright.,Positive,False,none,,5
R1238,Automotive,No proper support and uncomfortable refund.,Negative,True,no_support,no,1
R1140,Electronics,It's not uncommon for it to not charge; still excellent.,Positive,True,double_negation,not ... not,3
R0072,Home & Kitchen,It's not uncommon for it to not last; still amazing.,Positive,True,double_negation,not ... not,5
R0828,Sports,Design is unobtrusive and setup is effortless—truly durable.,Positive,True,neg_prefix_positive,un-,5
R0166,Toys & Games,Fails to connect consistently—uncomfortable delay.,Negative,True,fail_to_connect,fail to,2
R0250,Sports,It's not uncommon for it to not pair; still fantastic.,Positive,True,double_negation,not ... not,5
R1616,Home & Kitchen,It's not fragile at all; actually handy.,Positive,True,litotes_not_bad,not,4
R2192,Sports,Really dim return.,Negative,False,none,,1
R2611,Beauty,The sound is smooth.,Positive,False,none,,3
R0970,Clothing,"Not only affordable performance, but also affordable build.",Positive,True,not_only_but_also,not only,5
R0757,Pet Supplies,Not as great as described; slow in places.,Negative,True,not_as_advertised,not,2
R1464,Automotive,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2107,Automotive,I love this Automotive item—useful build.,Positive,False,none,,4
R2734,Toys & Games,Surprisingly affordable for the price.,Positive,False,none,,5
R1525,Books,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,2
R2840,Clothing,I love this Clothing item—handy camera.,Positive,False,none,,4
R0863,Pet Supplies,It's not terrible at all; actually useful.,Positive,True,litotes_not_bad,not,3
R2801,Clothing,Really excellent battery life; would buy again.,Positive,False,none,,5
R1431,Home & Kitchen,Not bad at all—clear battery life.,Positive,True,not_bad_at_all,not,4
R1796,Beauty,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,1
R2331,Electronics,The performance is useful.,Positive,False,none,,3
R2073,Automotive,Really flimsy noise.,Negative,False,none,,3
R2063,Toys & Games,This Toys & Games product is awful.,Negative,False,none,,1
R2125,Clothing,Disappointed—useless overall.,Negative,False,none,,2
R1908,Beauty,Not bad at all—durable features.,Positive,True,not_bad_at_all,not,5
R2810,Clothing,Really useless waste.,Negative,False,none,,2
R2485,Pet Supplies,Surprisingly comfortable for the price.,Positive,False,none,,5
R2003,Beauty,Disappointed—laggy overall.,Negative,False,none,,2
